,pid,Player,Position,dob,Shoots,height,height_cm,weight,city,state,country
1089,bozakty01,Tyler Bozak,C,1986-03-19,Right,6-1,185,199,Regina,Saskatchewan,ca
1090,bozekst01,Steve Bozek,LW,1960-11-26,Left,5-11,180,180,,,
1091,bozonph01,Philippe Bozon,LW,1966-11-30,Left,5-10,178,185,Chamonix,France,fr
1092,bozonti01,Tim Bozon,LW,1994-03-24,Left,6-1,185,201,,,
1093,braccje01,Jeremy Bracco,RW,1997-03-17,Right,5-11,180,185,,,
1094,brackjo01,John Brackenborough,LW/C,1897-02-09,Left,5-11,180,170,,,
1095,brackcu01,Curt Brackenbury,RW,1952-01-31,Right,5-10,178,200,Kapuskasing,Ontario,ca
1096,bradfbr01,Brock Bradford,C,1987-01-07,,,,,,,
1097,bradlba01,Bart Bradley,C,1930-07-29,Left,5-8,173,150,,,
1098,bradlbr02,Brian Bradley,LW,1944-12-14,Left,5-10,178,185,Sudbury,Ontario,ca
1099,bradlbr01,Brian Bradley,C,1965-01-21,Right,5-10,178,180,Kitchener,Ontario,ca
1100,bradlch01,Chase Bradley,LW,2002-01-09,Left,5-11,180,180,,,
1101,bradlly01,Lyle Bradley,C/RW,1943-07-31,Right,5-9,175,160,Lloydminster,Saskatchewan,ca
1102,bradlma01,Matt Bradley,RW,1978-06-13,Right,6-3,190,201,Stittsville,Ontario,ca
1103,bradlma02,Matthew Bradley,C,1997-01-22,Right,5-11,180,187,,,
1104,bradyco01,Cole Brady,G,2001-02-12,,6-4,193,175,Pickering,Ontario,ca
1105,bradyne01,Neil Brady,C,1968-04-12,Left,6-2,188,200,Montreal,Quebec,ca
1106,bragiva01,Valeri Bragin,F,1956-05-31,,,,,,,
1107,bragnri01,Rick Bragnalo,C,1951-12-01,Left,5-8,173,160,,,
1108,brandch01,Christoph Brandner,LW,1975-07-05,Left,6-4,193,224,,,
1109,branian01,Andy Branigan,D,1922-04-11,Left,5-11,180,190,Winnipeg,Manitoba,ca
1110,branner01,Erik Brannstrom,D,1999-09-02,Left,5-10,178,179,Eksjo,Sweden,se
1111,brasape01,Per-Olov Brasar,LW,1950-09-30,Left,5-8,173,172,Falun,Sweden,se
1112,brashdo01,Donald Brashear,LW,1972-01-07,Left,6-3,190,237,Bedford,Indiana,us
1113,brassau01,Austen Brassard,RW,1993-01-14,,,,,,,
1114,brassde01,Derick Brassard,C,1987-09-22,Left,6-1,185,202,Hull,Quebec,ca
1115,brassfr01,Francois Brassard,G,1994-01-31,,,,,,,
1116,brassma01,Matt Brassard,D,1998-08-08,Right,6-2,188,197,Barrie,Ontario,ca
1117,brathfr01,Fred Brathwaite,G,1972-11-24,,5-7,170,185,Ottawa,Ontario,ca
1118,brattje01,Jesper Bratt,W,1998-07-30,Left,5-10,178,175,Stockholm,Sweden,se
1119,brattvi01,Victor Brattstrom,G,1997-03-22,Left,6-5,196,200,Sweden,Sweden,se
1120,braunco01,Constantin Braun,D,1988-03-11,,,,,,,
1121,braunju01,Justin Braun,D,1987-02-10,Right,6-2,188,205,Minneapolis,Minnesota,us
1122,braxepe01,Per Braxenholm,D,1983-10-31,,,,,,,
1123,braydu01,Duane Bray,D,1954-04-26,Left,6-2,188,195,Flon,Manitoba,ca
1124,braymi01,Mike Bray,RW,1982-12-17,,,,,,,
1125,braysru01,Russ Brayshaw,LW,1918-01-17,Left,5-10,178,170,Saskatoon,Saskatchewan,ca
1126,breaube01,Benjamin Breault,C,1988-02-21,,,,,,,
1127,breaufr01,Francis Breault,RW,1967-05-11,Left,5-11,180,185,,,
1128,brediga01,Gary Bredin,RW,1948-05-25,Right,6-0,183,185,Edmonton,Alberta,ca
1129,breench01,Christopher Breen,D,1989-06-29,Left,6-7,201,226,Uxbridge,Ontario,ca
1130,breitke01,Ken Breitenbach,D,1955-01-09,Left,6-1,185,190,Welland,Ontario,ca
1131,brembfr01,Fredrik Bremberg,C,1973-06-21,Left,6-0,183,190,Stockholm,Sweden,se
1132,brendpa01,Pavel Brendl,RW,1981-03-23,Right,6-1,185,204,Opocno,Czechoslovakia,cs
1133,brenkja01,Jake Brenk,C,1982-04-16,,,,,,,
1134,brennda01,Dan Brennan,LW,1962-10-01,Left,6-3,190,210,,,
1135,brenndo01,Doug Brennan,D,1905-01-10,Left,5-11,180,180,Peterborough,Ontario,ca
1136,brennki01,Kip Brennan,LW,1980-08-27,Left,6-4,193,230,Kingston,Ontario,ca
1137,brennri01,Rich Brennan,D,1972-11-26,Right,6-2,188,200,,,
1138,brenntj01,T.J. Brennan,D,1989-04-03,Left,6-1,185,216,,,
1139,brennto01,Tom Brennan,RW,1922-01-22,Right,5-9,175,155,Philadelphia,Pennsylvania,us
1140,brennjo01,John Brenneman,LW,1943-01-05,Left,5-10,178,175,,,
1141,brentti01,Tim Brent,C,1984-03-10,Right,6-0,183,188,Cambridge,Ontario,ca
1142,brettjo01,Joe Bretto,D,1912-11-28,Left,6-1,185,248,Hibbing,Minnesota,us
1143,breweca01,Carl Brewer,D,1938-10-21,Left,5-9,175,180,Toronto,Ontario,ca
1144,breweer01,Eric Brewer,D,1979-04-17,Left,6-4,193,216,,,
1145,brickan01,Andy Brickley,LW/C,1961-08-09,Left,5-11,180,200,Melrose,Massachusetts,us
1146,brickco01,Connor Brickley,C,1992-02-25,Left,6-0,183,203,Everett,Massachusetts,us
1147,brickda01,Daniel Brickley,D,1995-03-30,Left,6-3,190,205,Sandy,Utah,us
1148,bridear01,Archie Briden,LW,1898-07-16,Left,5-8,173,170,Renfrew,Ontario,ca
1149,bridgme01,Mel Bridgman,C,1955-04-28,Left,6-0,183,190,Trenton,Ontario,ca
1150,brierda01,Daniel Briere,C,1977-10-06,Right,5-9,175,174,Gatineau,Quebec,ca
1151,briermi01,Michel Briere,C,1949-10-21,Left,5-10,178,165,Malartic,Quebec,ca
1152,brigltr01,Travis Brigley,LW,1977-06-16,Left,6-0,183,205,Coronation,Alberta,ca
1153,brimaar01,Aris Brimanis,D,1972-03-14,Right,6-3,190,215,Cleveland,Ohio,us
1154,brimsfr01,Frank Brimsek,G,1915-09-26,,5-9,175,170,Eveleth,Minnesota,us
1155,brindro01,Rod Brind'Amour,C,1970-08-09,Left,6-1,185,205,Ottawa,Ontario,ca
1156,brindsk01,Skyler Brind'Amour,C,1999-07-27,Left,6-2,188,170,,,
1157,brinddo01,Doug Brindley,LW/C,1949-06-08,Left,6-1,185,175,Walkerton,Ontario,ca
1158,brineda01,David Brine,C,1985-01-06,Left,6-1,185,201,,,
1159,brinkbo01,Bobby Brink,RW,2001-07-08,Right,5-8,173,165,,,
1160,brinkmi01,Milt Brink,C,1910-11-26,Right,5-10,178,165,Hibbing,Minnesota,us
1161,brinkbe01,Benjamin Brinkman,D,2000-10-04,Left,6-0,183,215,Edina,Minnesota,us
1162,brisegu01,Guillaume Brisebois,D,1997-07-21,Left,6-2,188,175,Longueuil,Quebec,ca
1163,brisepa01,Patrice Brisebois,D,1971-01-27,Right,6-2,188,197,Montreal,Quebec,ca
1164,brissbr01,Brendan Brisson,C,2001-10-22,Left,5-10,178,179,,,
1165,brissge01,Gerry Brisson,RW,1937-09-03,Left,5-9,175,155,,,
1166,brittjo01,Josh Brittain,LW,1990-01-03,,,,,,,
1167,brittsa01,Sam Brittain,G,1992-05-10,,6-3,190,229,Calgary,Alberta,ca
1168,britzgr01,Greg Britz,RW,1961-01-03,Left,6-0,183,190,,,
1169,broadpu01,Punch Broadbent,RW,1892-07-13,Right,5-7,170,183,Ottawa,Ontario,ca
1170,broadal01,Alex Broadhurst,C,1993-03-07,Left,6-0,183,178,,,
1171,brobeph01,Philip Broberg,D,2001-06-25,Left,6-3,190,198,Orebro,Sweden,se
1172,brochma01,Martin Brochu,G,1973-03-10,,6-0,183,199,Anjou,Quebec,ca
1173,brochst01,Stephane Brochu,D,1967-08-15,Left,6-0,183,185,Sherbrooke,Quebec,ca
1174,brodajo01,Joel Broda,C,1989-11-24,,,,,,,
1175,brodatu01,Turk Broda,G,1914-05-15,,5-9,175,180,Brandon,Manitoba,ca
1176,brodeco01,Connie Broden,C,1932-04-06,Left,5-8,173,160,Montreal,Quebec,ca
1177,brodeke01,Ken Broderick,G,1942-02-16,,5-10,178,178,Toronto,Ontario,ca
1178,brodele01,Len Broderick,G,1938-10-11,,5-11,180,175,Toronto,Ontario,ca
1179,brodean01,Anthony Brodeur,G,1995-06-08,,,,,,,
1180,brodema01,Martin Brodeur,G,1972-05-06,,6-2,188,220,Montreal,Quebec,ca
1181,brodema02,Mathieu Brodeur,D,1990-06-21,,,,,,,
1182,brodemi01,Mike Brodeur,G,1983-03-30,,6-2,188,190,Calgary,Alberta,ca
1183,broderi01,Richard Brodeur,G,1952-09-15,,5-7,170,160,Longueuil,Quebec,ca
1184,broditj01,T.J. Brodie,D,1990-06-07,Left,6-1,185,185,Chatham,Ontario,ca
1185,brodida01,Daniel Brodin,LW,1990-02-09,,,,,,,
1186,brodijo01,Jonas Brodin,D,1993-07-12,Left,6-1,185,198,Karlstad,Sweden,se
1187,brodzky01,Kyle Brodziak,C,1984-05-25,Right,6-2,188,205,,,
1188,brodzbr01,Bryce Brodzinski,RW,2000-08-09,Right,5-11,180,197,Blaine,Minnesota,us
1189,brodzjo01,Jonny Brodzinski,C,1993-06-19,Right,6-2,188,215,,,
1190,brodzmi01,Michael Brodzinski,D,1995-05-28,Right,5-11,180,195,,,
1191,brollda01,David Broll,LW,1993-01-04,Left,6-2,188,216,Mississauga,Ontario,ca
1192,bromema01,Mathias Brome,F,1994-07-29,Left,6-0,183,183,Orby,Sweden,se
1193,bromlga01,Gary Bromley,G,1950-01-19,,5-10,178,160,Edmonton,Alberta,ca
1194,brookjo01,Josh Brook,D,1999-06-17,Right,6-2,188,185,Yorkton,Saskatchewan,ca
1195,brooksh01,Sheldon Brookbank,D,1980-10-03,Right,6-1,185,202,Lanigan,Saskatchewan,ca
1196,brookwa01,Wade Brookbank,D,1977-09-29,Left,6-4,193,225,Lanigan,Saskatchewan,ca
1197,brookbo01,Bob Brooke,C,1960-12-18,Right,5-11,180,195,Melrose,Massachusetts,us
1198,brookad01,Adam Brooks,C,1996-05-06,Left,5-11,180,180,Winnipeg,Manitoba,ca
1199,brookal01,Alex Brooks,D,1976-08-21,Right,6-1,185,195,Madison,Wisconsin,us
1200,brookar01,Art Brooks,G,1889-02-04,,,,,Guelph,Ontario,ca
1201,brookgo01,Gord Brooks,RW,1950-09-11,Right,5-8,173,168,Cobourg,Ontario,ca
1202,brookro01,Ross Brooks,G,1937-10-17,,5-8,173,173,Toronto,Ontario,ca
1203,brophev01,Evan Brophey,C,1986-12-03,Left,6-2,188,199,Kitchener,Ontario,ca
1204,brophbe01,Bernie Brophy,LW,1905-08-09,Left,5-8,173,165,Collingwood,Ontario,ca
1205,brophfr01,Frank Brophy,G,1900-08-09,,5-6,168,150,,,
1206,brosnpa01,Pat Brosnihan,RW,1986-08-20,,,,,,,
1207,brosswi01,Willie Brossart,D,1949-05-29,Left,6-0,183,190,Allan,Saskatchewan,ca
1208,brossla01,Laurent Brossoit,G,1993-03-23,,6-3,190,204,,,
1209,broteaa01,Aaron Broten,LW/C,1960-11-14,Left,5-10,178,180,Roseau,Minnesota,us
1210,brotene01,Neal Broten,C,1959-11-29,Left,5-9,175,175,Roseau,Minnesota,us
1211,brotepa01,Paul Broten,RW,1965-10-27,Right,5-11,180,188,Roseau,Minnesota,us
1212,brouiju01,Julien Brouillette,D,1986-12-05,,5-11,180,185,,,
1213,brouspa01,Paul Brousseau,RW,1973-09-18,Right,6-2,188,203,Pierrefonds,Quebec,ca
1214,brouwtr01,Troy Brouwer,RW,1985-08-17,Right,6-3,190,213,,,
1215,brownad01,Adam Brown,LW,1920-02-04,Left,5-9,175,175,,,
1216,brownan01,Andy Brown,G,1944-02-15,,6-0,183,185,Hamilton,Ontario,ca
1217,brownar01,Arnie Brown,D,1942-01-28,Left,6-1,185,185,Oshawa,Ontario,ca
1218,brownbo01,Bob Brown,D,1950-12-18,,,,,Toronto,Ontario,ca
1219,brownbr01,Brad Brown,D,1975-12-27,Right,6-4,193,220,,,
1220,brownca01,Cam Brown,LW,1969-05-15,Left,6-1,185,210,Saskatoon,Saskatchewan,ca
1221,brownch01,Chris Brown,C,1991-02-03,Right,6-2,188,215,,,
1222,brownch02,Christopher Brown,C,1996-02-22,Right,6-0,183,179,Pontiac,Michigan,us
1223,brownco01,Connie Brown,C,1917-01-11,Left,5-7,170,168,,,
1224,brownco02,Connor Brown,RW,1994-01-14,Right,6-0,183,183,Toronto,Ontario,ca
1225,browncu01,Curtis Brown,C/LW,1976-02-12,Left,6-0,183,200,Unity,Saskatchewan,ca
1226,brownda01,Dave Brown,RW,1962-10-12,Right,6-5,196,222,Saskatoon,Saskatchewan,ca
1227,brownda02,David Brown,G,1985-02-01,,,,,,,
1228,browndo01,Doug Brown,RW,1964-06-12,Right,5-10,178,185,Southborough,Massachusetts,us
1229,browndu01,Dustin Brown,RW,1984-11-04,Right,6-0,183,210,,,
1230,brownfr01,Fred Brown,LW,1900-09-15,Left,5-8,173,155,Kingston,Ontario,ca
1231,brownge01,George Brown,C,1912-05-17,Left,5-11,180,185,Winnipeg,Manitoba,ca
1232,brownge02,Gerry Brown,LW,1917-07-07,Left,5-9,175,170,Edmonton,Alberta,ca
1233,browngr01,Greg Brown,D,1968-03-07,Right,6-0,183,185,Hartford,Connecticut,us
1234,brownha01,Harold Brown,RW,1920-09-14,Left,5-10,178,160,Brandon,Manitoba,ca
1235,brownjt01,J.T. Brown,RW,1990-07-02,Right,5-10,178,166,Burnsville,Minnesota,us
1236,brownje02,Jeff Brown,D,1966-04-30,Right,6-1,185,204,Ottawa,Ontario,ca
1237,brownji01,Jim Brown,D,1960-03-01,Right,6-4,193,210,Phoenix,Arizona,us
1238,brownjo01,Josh Brown,D,1994-01-21,Right,6-5,196,225,London,Ontario,ca
1239,brownke02,Keith Brown,D,1960-05-06,Right,6-1,185,196,,,
1240,brownke01,Ken Brown,G,1948-12-19,,5-11,180,175,,,
1241,brownke03,Kevin Brown,RW,1974-05-11,Right,6-1,185,212,,,
1242,brownla01,Larry Brown,D,1947-04-14,Left,6-2,188,210,Brandon,Manitoba,ca
1243,brownlo01,Logan Brown,C,1998-03-05,Left,6-6,198,220,,,
1244,brownmi03,Mike Brown,G,1985-03-04,,,,,,,
1245,brownmi01,Mike Brown,LW,1979-04-27,Left,6-5,196,185,,,
1246,brownmi02,Mike Brown,RW,1985-06-24,Right,5-11,180,205,Chicago,Illinois,us
1247,brownpa02,Patrick Brown,C,1992-05-29,Right,5-11,180,214,,,
1248,brownpa01,Paul Brown,RW,1984-07-21,,,,,,,
1249,brownro01,Rob Brown,RW,1968-04-10,Left,5-10,178,177,Kingston,Ontario,ca
1250,brownse01,Sean Brown,D,1976-11-05,Left,6-3,190,215,Oshawa,Ontario,ca
1251,brownst01,Stan Brown,D,1898-05-09,Left,5-10,178,150,,,
1252,browntr01,Travis Brown,D,1994-03-15,Left,6-2,188,191,Winnipeg,Manitoba,ca
1253,brownwa01,Wayne Brown,RW,1930-11-16,Left,5-8,173,150,Deloro,Ontario,ca
1254,brownce01,Cecil Browne,LW,1896-02-13,Left,6-0,183,165,,,
1255,brownch03,Chad Brownlee,D,1984-07-12,,,,,,,
1256,brownja01,Jack Brownschidle,D,1955-10-02,Left,6-2,188,195,,,
1257,brownje01,Jeff Brownschidle,D,1959-03-01,Right,6-2,188,200,,,
1258,brubaje01,Jeff Brubaker,LW,1958-02-24,Left,6-2,188,207,Frederick,Maryland,us
1259,bruceda01,David Bruce,LW,1964-10-07,Right,5-11,180,190,,,
1260,brucego01,Gordie Bruce,LW,1919-05-09,Left,5-11,180,190,Ottawa,Ontario,ca
1261,bruceky01,Kyle Bruce,RW,1983-03-30,,,,,,,
1262,brucemo01,Morley Bruce,D/C,1894-03-07,Right,5-9,175,170,,,
1263,bruceri01,Riley Bruce,D,1997-07-16,Right,6-6,198,205,Carp,Ontario,ca
1264,bruckbe01,Bernd Bruckler,G,1981-09-26,,,,,,,
1265,brulegi01,Gilbert Brule,C,1987-01-01,Right,5-11,180,187,Edmonton,Alberta,ca
1266,brulest01,Steve Brule,RW,1975-01-15,Right,6-0,183,200,Montreal,Quebec,ca
1267,brumwmu01,Murray Brumwell,D,1960-03-31,Left,6-2,188,190,Calgary,Alberta,ca
1268,bruncbe01,Bedrick Brunclik,,,,,,,,,
1269,brunema02,Mathieu Brunelle,LW,1983-04-06,,,,,,,
1270,brunebe01,Benoit Brunet,LW,1968-08-24,Left,6-0,183,203,,,
1271,brunebr01,Brett Bruneteau,C,1989-01-05,,,,,,,
1272,bruneed01,Eddie Bruneteau,RW,1919-08-01,Right,5-9,175,172,,,
1273,brunemu01,Mud Bruneteau,RW,1914-11-28,Right,5-11,180,185,,,
1274,brunema01,Mario Brunetta,G,1967-01-25,,6-3,190,180,,,
1275,brunean01,Andrew Brunette,LW,1973-08-24,Left,6-1,185,215,Sudbury,Ontario,ca
1276,brunnda01,Damien Brunner,RW,1986-03-09,Right,5-11,180,185,Oberlunkhofen,Switzerland,ch
1277,brunnfa01,Fabian Brunnstrom,LW,1985-02-06,Left,6-1,185,206,Jonstorp,Sweden,se
1278,brustba01,Barry Brust,G,1983-08-08,,6-2,188,216,,,
1279,brydgbi01,Bill Brydge,D,1901-10-22,Right,5-9,175,195,Renfrew,Ontario,ca
1280,brydgpa01,Paul Brydges,C,1965-06-21,Right,5-11,180,180,Guelph,Ontario,ca
1281,brydsgl01,Glenn Brydson,RW,1910-11-07,Right,5-10,178,170,Swansea,Ontario,ca
1282,brydsgo01,Gord Brydson,C/RW,1907-01-03,Right,5-7,170,150,Toronto,Ontario,ca
1283,brylise01,Sergei Brylin,LW,1974-01-13,Left,5-10,178,190,Moscow,USSR,su
1284,brysoja01,Jacob Bryson,D,1997-11-18,Left,,,,,,
1285,bryzgil01,Ilya Bryzgalov,G,1980-06-22,,6-3,190,213,Togliatti,USSR,su
1286,bublaji01,Jiri Bubla,D,1950-01-27,Right,5-11,180,200,,,
1287,bubniji01,Jimmy Bubnick,C,1991-01-19,,,,,,,
1288,buchaal01,Al Buchanan,LW,1927-05-17,Left,5-8,173,160,Winnipeg,Manitoba,ca
1289,buchabu01,Bucky Buchanan,C/RW,1922-12-28,Right,5-9,175,172,,,
1290,buchaje01,Jeff Buchanan,D,1971-05-23,Right,6-2,188,200,,,
1291,buchami01,Mike Buchanan,D,1932-03-01,Left,6-1,185,185,,,
1292,bucharo01,Ron Buchanan,C,1944-11-15,Left,6-3,190,170,Montreal,Quebec,ca
1293,buchbke01,Kelly Buchberger,RW,1966-12-02,Left,6-2,188,210,Langenburg,Saskatchewan,ca
1294,buchnpa01,Pavel Buchnevich,LW,1995-04-17,Left,6-3,190,196,,,
1295,bucklma01,Matt Buckles,C,1995-05-05,Right,6-3,190,218,Toronto,Ontario,ca
1296,bucykjo01,John Bucyk,LW,1935-05-12,Left,6-0,183,215,Edmonton,Alberta,ca
1297,bucykra01,Randy Bucyk,C,1962-11-09,Left,5-11,180,185,Edmonton,Alberta,ca
1298,budajpe01,Peter Budaj,G,1982-09-18,,6-1,185,196,,,
1299,budikvo01,Vojtech Budik,D,1998-01-29,Left,6-1,185,189,,,
1300,budisza01,Zach Budish,RW,1991-05-09,,6-3,190,223,,,
1301,buetobr01,Brad Buetow,D,1950-10-28,Left,6-3,190,195,,,
1302,buhrdo01,Doug Buhr,LW,1949-06-29,Left,6-3,190,215,,,
1303,bukacda01,Daniel Bukac,D,1999-04-29,Right,6-5,196,185,,,
1304,bukovto01,Tony Bukovich,LW/C,1915-08-30,Left,5-11,180,160,Painesdale,Michigan,us
1305,bulisja01,Jan Bulis,C,1978-03-18,Left,6-1,185,208,Pardubice,Czechoslovakia,cs
1306,bullami01,Mike Bullard,C,1961-03-10,Left,6-0,183,195,Ottawa,Ontario,ca
1307,bullehy01,Hy Buller,D,1926-03-15,Left,5-11,180,183,Montreal,Quebec,ca
1308,bullete01,Ted Bulley,LW,1955-03-25,Left,6-1,185,192,Windsor,Ontario,ca
1309,bullobr01,Bruce Bullock,G,1949-05-09,,5-7,170,160,Toronto,Ontario,ca
1310,bulmebr01,Brett Bulmer,RW,1992-04-26,Right,6-2,188,182,,,
1311,bumagal01,Alexander Bumagin,W,1987-03-01,,,,,,,
1312,bunnaco01,Connor Bunnaman,F,1998-04-16,Left,6-1,185,207,Guelph,Canada,ca
1313,buntimi01,Michael Bunting,LW,1995-09-17,Left,5-11,180,196,Scarborough,Ontario,ca
1314,bunzty01,Tyler Bunz,G,1992-02-11,,6-1,185,205,Regina,Saskatchewan,ca
1315,burakan01,Andre Burakovsky,LW,1995-02-09,Left,6-3,190,201,Klagenfurt,Austria,at
1316,burakro01,Robert Burakovsky,RW,1966-11-24,Right,5-10,178,185,Malmo,Sweden,se
1317,buravvy01,Vyacheslav Buravchikov,D,1987-05-22,,,,,,,
1318,burchbi01,Billy Burch,C/LW,1900-11-20,Left,6-0,183,200,,,
1319,burchfr01,Fred Burchell,C,1931-01-09,Left,5-6,168,143,Montreal,Quebec,ca
1320,burchra01,Randy Burchell,G,1955-07-02,,6-1,185,175,Montreal,Quebec,ca
1321,burdogl01,Glen Burdon,C,1954-08-04,Left,6-2,188,178,Regina,Saskatchewan,ca
1322,burepa01,Pavel Bure,RW,1971-03-31,Left,5-10,178,189,Moscow,USSR,su
1323,bureva01,Valeri Bure,RW,1974-06-13,Right,5-10,178,185,Moscow,USSR,su
1324,bureama01,Marc Bureau,C,1966-05-19,Right,6-1,185,203,,,
1325,buregbi01,Bill Burega,D,1932-03-13,Left,6-0,183,195,Winnipeg,Manitoba,ca
1326,burgder01,Erik Burgdoerfer,D,1988-12-11,Right,6-1,185,207,Abington,Pennsylvania,us
1327,burgedo01,Don Burgess,LW,1946-06-08,Left,6-0,183,170,,,
1328,burgeto01,Todd Burgess,RW,1996-04-03,Right,6-2,188,178,Peoria,Arizona,us
1329,burisad01,Adam Burish,RW,1983-01-06,Right,6-1,185,195,Madison,Wisconsin,us
1330,burkebr02,Brayden Burke,F,1997-01-01,Left,5-10,178,165,Edmonton,Alberta,ca
1331,burkebr01,Brendan Burke,G,1995-03-11,,6-3,190,174,,,
1332,burkeed01,Eddie Burke,RW/C,1907-06-03,Right,5-8,173,175,Toronto,Ontario,ca
1333,burkegr01,Greg Burke,LW,1990-05-16,,,,,,,
1334,burkema01,Marty Burke,D,1905-01-28,Left,5-8,173,160,Toronto,Ontario,ca
1335,burkese01,Sean Burke,G,1967-01-29,,6-4,193,211,Windsor,Ontario,ca
1336,burkhlo01,Loic Burkhalter,C,1980-02-11,,,,,,,
1337,burkico01,Codey Burki,C,1987-11-17,,,,,,,
1338,burlobr01,Brandon Burlon,D,1990-03-05,Left,6-0,183,190,Nobleton,Ontario,ca
1339,burmiro01,Roy Burmister,LW,1906-08-12,Left,5-10,178,155,Collingwood,Ontario,ca
1340,burmial01,Alexander Burmistrov,C,1991-10-21,Left,6-1,185,180,Kazan,USSR,su
1341,burnega01,Garrett Burnett,LW,1975-09-23,Left,6-3,190,225,,,
1342,burneke01,Kelly Burnett,C,1926-06-16,Left,5-10,178,160,Lachine,Quebec,ca
1343,burnsbo01,Bobby Burns,LW,1905-04-04,Left,5-10,178,155,,,
1344,burnsbr01,Brent Burns,D/RW,1985-03-09,Right,6-5,196,230,Barrie,Ontario,ca
1345,burnsch01,Charlie Burns,C,1936-02-14,Left,5-11,180,170,Detroit,Michigan,us
1346,burnsga01,Gary Burns,LW/C,1955-01-16,Left,6-1,185,190,Cambridge,Massachusetts,us
1347,burnsno01,Norm Burns,C,1918-02-20,Right,6-0,183,195,Youngstown,Alberta,ca
1348,burnsro01,Robin Burns,LW,1946-08-27,Left,6-0,183,195,Montreal,Quebec,ca
1349,burrsh01,Shawn Burr,LW/C,1966-07-01,Left,6-1,185,205,Sarnia,Ontario,ca
1350,burrira01,Randy Burridge,LW,1966-01-07,Left,5-9,175,188,,,
1351,burroky01,Kyle Burroughs,D,1995-07-12,Right,6-0,183,197,,,
1352,burroal01,Alexandre Burrows,LW,1981-04-11,Left,6-1,185,197,Pincourt,Quebec,ca
1353,burroda01,Dave Burrows,D,1949-01-11,Left,6-1,185,190,Toronto,Ontario,ca
1354,burrybe01,Bert Burry,D,1906-02-07,Left,5-9,175,180,Westminster,Ontario,ca
1355,burtad01,Adam Burt,D,1969-01-15,Left,6-2,188,205,Detroit,Michigan,us
1356,burtocu01,Cummy Burton,RW,1936-05-12,Right,5-10,178,170,Sudbury,Ontario,ca
1357,burtone01,Nelson Burton,LW,1957-11-06,Left,6-0,183,205,,,
1358,burzalu01,Luka Burzan,RW,2000-01-07,Left,6-0,183,184,,,
1359,busbyde01,Dennis Busby,D,2000-01-06,Right,5-11,180,187,,,
1360,bushed01,Eddie Bush,D,1918-07-11,Right,6-1,185,195,Collingwood,Ontario,ca
1361,buskaro01,Rod Buskas,D,1961-01-07,Right,6-1,185,206,Wetaskiwin,Alberta,ca
1362,busnimi01,Mike Busniuk,D,1951-12-13,Right,6-3,190,200,,,
1363,busniro01,Ron Busniuk,RW,1948-08-13,Right,5-11,180,180,,,
1364,bussira01,Raphael Bussieres,LW,1993-11-05,,,,,,,
1365,buswewa01,Walt Buswell,D,1907-11-06,Left,5-11,180,170,Montreal,Quebec,ca
1366,butchga01,Garth Butcher,D,1963-01-08,Right,6-0,183,204,Regina,Saskatchewan,ca
1367,butchma01,Matt Butcher,C,1987-01-01,,,,,,,
1368,butchwi01,Will Butcher,D,1995-01-06,Left,5-10,178,190,,,
1369,butensv01,Sven Butenschön,D,1976-03-22,Left,6-4,193,215,Itzehoe,Germany,de
1370,butlebo01,Bobby Butler,RW,1987-04-26,Right,6-0,183,189,Marlborough,Massachusetts,us
1371,butlech01,Chris Butler,D,1986-10-27,Left,6-1,185,196,,,
1372,butledi01,Dick Butler,RW,1926-06-02,Right,5-7,170,175,Delisle,Saskatchewan,ca
1373,butleje01,Jerry Butler,RW,1951-02-27,Right,6-0,183,180,Sarnia,Ontario,ca
1374,butsavi01,Viacheslav Butsayev,C,1970-06-13,Left,6-2,188,228,Togliatti,USSR,su
1375,butsayu01,Yuri Butsayev,LW,1978-10-11,Left,6-0,183,195,Togliatti,USSR,su
1376,buttebi01,Bill Butters,D,1951-01-10,Right,5-10,178,185,,,
1377,buttory01,Ryan Button,D,1991-03-26,,,,,,,
1378,buttrgo01,Gord Buttrey,W,1926-03-17,Left,6-1,185,180,Regina,Saskatchewan,ca
1379,buynago01,Gord Buynak,D,1954-03-19,Left,6-1,185,180,Detroit,Michigan,us
1380,buzekpe01,Petr Buzek,D,1977-04-26,Left,6-1,185,220,Jihlava,Czechoslovakia,cs
1381,buzinst01,Steve Buzinski,G,1917-10-15,,5-8,173,140,Dunblane,Saskatchewan,ca
1382,byakiil01,Ilja Byakin,D,1963-02-02,Left,5-9,175,185,Sverdlovsk,USSR,su
1383,bycejo01,John Byce,C,1967-08-09,Left,6-1,185,180,Madison,Wisconsin,us
1384,bychkro01,Roman Bychkov,D,2001-02-10,Left,5-11,180,170,,,
1385,byebr01,Brian Bye,C,1954-06-27,Left,5-10,178,180,Brantford,Ontario,ca
1386,byersda01,Dane Byers,LW,1986-02-21,,6-3,190,204,,,
1387,byersgo01,Gord Byers,D,1930-03-11,Right,5-10,178,182,Eganville,Ontario,ca
1388,byersje01,Jerry Byers,LW,1952-03-29,Left,5-11,180,170,,,
1389,byersly01,Lyndon Byers,RW,1964-02-29,Right,6-1,185,200,Nipawin,Saskatchewan,ca
1390,byersmi01,Mike Byers,RW,1946-09-11,Right,5-10,178,185,Toronto,Ontario,ca
