Player,Age,Tm,GP,GS,W,L,T/O,GA,SA,SV,SV%,GAA,SO,GPS,MIN,QS,QS%,RBS,GA%-,GSAA,G,A,PTS,PIM,pid,Year,YR_INT
Gilles Villemure,34,NYR,45,,22,14,6,130,1169,1039,.889,3.16,2,7.5,2465,,,,101,-1.76,0,0,0,2,villegi01,1974-1975,1975
Dunc Wilson,26,TOR,25,,8,11,4,86,719,633,.880,3.71,0,3.2,1391,,,,109,-7.13,0,,,6,wilsodu01,1974-1975,1975
Dunc Wilson,26,NYR,3,,1,2,0,13,90,77,.856,4.35,0,0.2,179,,,,,,0,,,0,wilsodu01,1974-1975,1975
Dan Bouchard,23,ATF,46,,19,18,8,123,1356,1233,.909,2.78,5,8.8,2656,,,,87,18.04,0,0,0,10,bouchda01,1973-1974,1974
Ken Broderick,31,BOS,5,,2,2,1,16,127,111,.874,3.20,0,0.8,300,,,,,,0,1,1,0,brodeke01,1973-1974,1974
Gary Bromley,24,BUF,12,,3,5,3,33,273,240,.879,3.31,0,1.5,598,,,,,,0,0,0,2,bromlga01,1973-1974,1974
Ross Brooks,36,BOS,21,,16,3,0,46,556,510,.917,2.36,3,4.6,1170,,,,80,11.83,0,0,0,2,brookro01,1973-1974,1974
Andy Brown,29,PIT,36,,13,16,4,115,969,854,.881,3.54,1,4.3,1951,,,,114,-14.21,0,0,0,60,brownan01,1973-1974,1974
Jacques Caron,33,VAN,10,,2,5,1,38,226,188,.832,4.90,0,0.1,465,,,,,,0,0,0,2,caronja01,1973-1974,1974
Bob Champoux,31,CGS,17,,2,11,3,80,527,447,.848,5.21,0,-0.3,922,,,,146,-25.18,0,0,0,0,champbo01,1973-1974,1974
Roger Crozier,31,BUF,12,,4,5,0,39,313,274,.875,3.80,0,1.1,615,,,,120,-6.44,0,0,0,2,croziro01,1973-1974,1974
John Davidson,20,STL,39,,13,19,7,118,1209,1091,.902,3.08,0,6.6,2297,,,,94,7.75,0,0,0,10,davidjo01,1973-1974,1974
Denis DeJordy,35,DET,1,,0,1,0,4,8,4,.500,12.00,0,-0.2,20,,,,,,0,0,0,0,dejorde01,1973-1974,1974
Gerry Desjardins,29,NYI,36,,9,17,6,101,1028,927,.902,3.12,0,5.4,1939,,,,94,5.93,0,0,0,0,desjage01,1973-1974,1974
Dave Dryden,32,BUF,53,,23,20,8,148,1390,1242,.894,2.98,1,9.0,2977,,,,102,-3.42,0,1,1,4,drydeda01,1973-1974,1974
Ed Dyck,23,VAN,12,,2,5,2,45,291,246,.845,4.64,0,0.3,582,,,,,,0,0,0,0,dycked01,1973-1974,1974
Gary Edwards,26,LAK,18,,5,7,2,50,454,404,.890,3.23,1,2.4,928,,,,106,-2.78,0,0,0,12,edwarga01,1973-1974,1974
Marv Edwards,38,CGS,14,,1,10,1,51,461,410,.889,3.93,0,1.2,778,,,,106,-3.05,0,1,1,4,edwarma01,1973-1974,1974
Roy Edwards,36,DET,4,,0,3,0,18,125,107,.856,5.82,0,-0.2,186,,,,,,0,0,0,0,edwarro01,1973-1974,1974
Tony Esposito,30,CBH,70,,34,14,21,141,1977,1836,.929,2.05,10,18.2,4133,,,,69,64.64,0,1,1,0,esposto01,1973-1974,1974
Rocky Farr,26,BUF,11,,2,4,1,25,262,237,.905,3.14,0,1.3,478,,,,,,0,0,0,2,farrro01,1973-1974,1974
Doug Favell,28,TOR,32,,14,7,9,79,868,789,.909,2.71,0,6.0,1749,,,,88,11.28,0,0,0,20,faveldo01,1973-1974,1974
Ed Giacomin,34,NYR,56,,30,15,10,168,1531,1363,.890,3.07,5,9.4,3281,,,,105,-8.75,0,1,1,4,giacoed01,1973-1974,1974
Gilles Gilbert,24,BOS,54,,34,12,8,158,1602,1444,.901,2.96,6,9.8,3207,,,,95,8.63,0,1,1,9,gilbegi01,1973-1974,1974
Doug Grant,25,DET,37,,15,16,2,140,1074,934,.870,4.16,1,2.5,2017,,,,125,-28.29,0,0,0,2,grantdo01,1973-1974,1974
Denis Herron,21,PIT,5,,1,3,0,18,156,138,.885,4.18,0,0.3,258,,,,,,0,0,0,0,herrode01,1973-1974,1974
Gary Inness,24,PIT,20,,7,10,1,56,487,431,.885,3.26,0,2.7,1030,,,,111,-5.35,0,0,0,0,innesga01,1973-1974,1974
Eddie Johnston,38,TOR,26,,12,9,4,78,739,661,.894,3.09,1,4.3,1513,,,,101,-1.13,0,0,0,0,johnsed01,1973-1974,1974
Michel Larocque,21,MTL,27,,15,8,2,69,741,672,.907,2.90,0,4.5,1430,,,,90,8.07,0,2,2,0,larocmi01,1973-1974,1974
Cesare Maniago,35,MNS,40,,12,18,10,138,1354,1216,.898,3.48,1,5.4,2377,,,,98,2.84,0,0,0,2,maniace01,1973-1974,1974
Peter McDuffe,25,NYR,6,,3,2,1,18,187,169,.904,3.18,0,0.9,340,,,,,,0,0,0,0,mcdufpe01,1973-1974,1974
Bill McKenzie,24,DET,13,,4,4,4,43,373,330,.885,3.59,1,1.5,720,,,,111,-4.20,0,0,0,2,mckenbi01,1973-1974,1974
Gilles Meloche,23,CGS,47,,9,33,5,198,1617,1419,.878,4.25,1,3.1,2794,,,,118,-29.81,0,1,1,2,melocgi01,1973-1974,1974
Phil Myre,25,ATF,36,,11,16,6,112,1012,900,.889,3.33,0,5.0,2018,,,,106,-6.74,0,0,0,4,myreph01,1973-1974,1974
Bernie Parent,28,PHI,73,,47,13,12,136,2006,1870,.932,1.89,12,19.9,4307,,,,65,72.65,0,3,3,24,parenbe01,1973-1974,1974
Michel Plasse,25,MTL,15,,7,4,2,57,415,358,.863,4.08,0,1.2,838,,,,132,-13.83,0,0,0,0,plassmi01,1973-1974,1974
Glenn Resch,25,NYI,2,,1,1,0,6,57,51,.895,3.00,0,0.4,120,,,,,,0,0,0,0,reschgl01,1973-1974,1974
Terry Richardson,20,DET,9,,1,4,0,28,163,135,.828,5.35,0,-0.2,314,,,,,,0,1,1,0,richate01,1973-1974,1974
Fern Rivard,28,MNS,13,,3,6,2,50,383,333,.869,4.28,1,0.8,701,,,,126,-10.16,0,0,0,0,rivarfe01,1973-1974,1974
Jim Rutherford,24,PIT,26,,7,12,4,82,699,617,.883,3.45,0,3.3,1428,,,,113,-9.29,0,,,2,rutheji01,1973-1974,1974
Jim Rutherford,24,DET,25,,9,11,4,86,767,681,.888,3.64,0,2.9,1418,,,,108,-6.22,0,,,2,rutheji01,1973-1974,1974
Billy Smith,23,NYI,46,,9,23,12,134,1300,1166,.897,3.08,0,7.5,2611,,,,99,1.22,0,0,0,11,smithbi01,1973-1974,1974
Gary Smith,29,VAN,65,,20,33,8,208,1955,1747,.894,3.45,3,8.4,3620,,,,102,-4.65,0,0,0,33,smithga01,1973-1974,1974
Wayne Stephenson,29,STL,40,,13,21,5,123,1203,1080,.898,3.13,2,6.6,2357,,,,98,2.13,0,1,1,2,stephwa01,1973-1974,1974
Bobby Taylor,29,PHI,7,,3,3,0,26,203,177,.872,4.26,0,0.4,366,,,,,,0,0,0,0,taylobo02,1973-1974,1974
Wayne Thomas,26,MTL,42,,23,12,5,111,1163,1052,.905,2.77,1,8.0,2406,,,,92,9.97,0,2,2,6,thomawa01,1973-1974,1974
Ted Tucker,24,CGS,5,,1,1,1,10,93,83,.892,3.39,0,0.4,177,,,,,,0,0,0,0,tuckete01,1973-1974,1974
Rogie Vachon,28,LAK,65,,28,26,10,175,1809,1634,.903,2.81,5,12.2,3742,,,,93,13.16,0,0,0,6,vachoro01,1973-1974,1974
Mike Veisor,21,CBH,10,,7,0,2,20,268,248,.925,2.23,1,2.2,537,,,,,,0,1,1,0,veisomi01,1973-1974,1974
Gilles Villemure,33,NYR,21,,7,7,3,62,519,457,.881,3.53,0,2.3,1053,,,,115,-8.02,0,0,0,0,villegi01,1973-1974,1974
Jim Watt,23,STL,1,,0,0,0,2,10,8,.800,6.00,0,0.0,20,,,,,,0,0,0,0,wattji01,1973-1974,1974
Dunc Wilson,25,TOR,24,,9,11,3,68,663,595,.897,2.91,1,4.4,1403,,,,99,0.96,0,0,0,6,wilsodu01,1973-1974,1974
Gump Worsley,44,MNS,29,,8,14,5,86,872,786,.901,3.23,0,4.2,1597,,,,95,4.70,0,0,0,0,worslgu01,1973-1974,1974
John Adams,26,BOS,14,,9,3,1,39,415,376,.906,3.00,1,2.4,780,,,,90,4.18,0,0,0,0,adamsjo02,1972-1973,1973
Michel Belhumeur,23,PHI,23,,9,7,3,60,617,557,.903,3.23,0,3.1,1115,,,,93,4.20,0,1,1,2,belhumi01,1972-1973,1973
Dan Bouchard,22,ATF,34,,9,15,10,100,1079,979,.907,3.09,2,5.7,1940,,,,89,12.26,0,1,1,12,bouchda01,1972-1973,1973
Ross Brooks,35,BOS,16,,11,1,3,40,417,377,.904,2.64,1,3.3,910,,,,92,3.39,0,1,1,0,brookro01,1972-1973,1973
Andy Brown,28,PIT,9,,3,4,2,41,310,269,.868,4.73,0,0.3,520,,,,,,0,,,2,brownan01,1972-1973,1973
Andy Brown,28,DET,7,,2,1,2,20,163,143,.877,3.55,0,0.8,338,,,,,,0,,,2,brownan01,1972-1973,1973
Bruce Bullock,23,VAN,14,,3,8,3,67,469,402,.857,4.79,0,0.4,840,,,,137,-18.20,0,0,0,2,bullobr01,1972-1973,1973
Jacques Caron,32,STL,30,,8,14,5,92,809,717,.886,3.54,1,3.6,1558,,,,109,-7.83,0,0,0,0,caronja01,1972-1973,1973
Roger Crozier,30,BUF,49,,23,13,7,121,1275,1154,.905,2.76,3,9.0,2627,,,,91,11.66,0,0,0,4,croziro01,1972-1973,1973
Denis DeJordy,34,DET,24,,8,11,3,83,607,524,.863,3.75,1,2.7,1328,,,,131,-19.84,0,0,0,0,dejorde01,1972-1973,1973
Gerry Desjardins,28,NYI,44,,5,35,3,195,1456,1261,.866,4.69,0,1.6,2494,,,,129,-43.51,0,0,0,9,desjage01,1972-1973,1973
Dave Dryden,31,BUF,37,,14,13,7,89,966,877,.908,2.65,3,7.2,2015,,,,89,11.51,0,0,0,0,drydeda01,1972-1973,1973
Ken Dryden,25,MTL,54,,33,7,13,119,1617,1498,.926,2.26,6,13.2,3161,,,,71,49.24,0,4,4,2,drydeke01,1972-1973,1973
Ed Dyck,22,VAN,25,,5,17,1,98,670,572,.854,4.54,1,1.1,1295,,,,141,-28.29,0,0,0,0,dycked01,1972-1973,1973
Gary Edwards,25,LAK,27,,9,16,1,94,766,672,.877,3.62,1,3.4,1559,,,,118,-14.30,0,1,1,0,edwarga01,1972-1973,1973
Marv Edwards,37,CGS,21,,4,14,2,87,688,601,.874,4.33,1,1.4,1205,,,,122,-15.42,0,1,1,6,edwarma01,1972-1973,1973
Roy Edwards,35,DET,52,,27,17,7,132,1374,1242,.904,2.64,6,10.9,3004,,,,92,10.96,0,0,0,4,edwarro01,1972-1973,1973
Tony Esposito,29,CBH,56,,32,17,7,140,1680,1540,.917,2.52,4,12.6,3334,,,,80,34.80,0,2,2,0,esposto01,1972-1973,1973
Rocky Farr,25,BUF,1,,0,1,0,3,22,19,.864,6.25,0,0.0,29,,,,,,0,0,0,0,farrro01,1972-1973,1973
Doug Favell,27,PHI,44,,20,15,4,114,1365,1251,.916,2.83,3,8.0,2413,,,,80,28.02,0,2,2,4,faveldo01,1972-1973,1973
Ed Giacomin,33,NYR,43,,26,11,6,125,1228,1103,.898,2.91,4,8.3,2576,,,,98,2.77,0,2,2,6,giacoed01,1972-1973,1973
Gilles Gilbert,23,MNS,22,,10,10,2,67,695,628,.904,3.05,2,4.0,1318,,,,93,5.31,0,0,0,4,gilbegi01,1972-1973,1973
Gerry Gray,25,NYI,1,,0,1,0,5,34,29,.853,5.00,0,0.0,60,,,,,,0,0,0,0,grayge01,1972-1973,1973
Denis Herron,20,PIT,18,,6,7,2,55,454,399,.879,3.41,2,2.4,966,,,,116,-7.76,0,1,1,0,herrode01,1972-1973,1973
Bob Johnson,24,STL,11,,6,5,0,26,274,248,.905,2.67,0,2.1,583,,,,,,0,0,0,2,johnsbo01,1972-1973,1973
Eddie Johnston,37,BOS,45,,24,17,1,137,1204,1067,.886,3.28,5,6.7,2505,,,,109,-11.73,0,1,1,0,johnsed01,1972-1973,1973
Ron Low,22,TOR,42,,12,24,4,152,1277,1125,.881,3.90,1,4.2,2339,,,,114,-19.13,0,0,0,4,lowro01,1972-1973,1973
Cesare Maniago,34,MNS,47,,21,18,6,132,1474,1342,.910,2.90,5,8.8,2732,,,,86,21.36,0,0,0,2,maniace01,1972-1973,1973
Peter McDuffe,24,NYR,1,,1,0,0,1,26,25,.962,1.00,0,0.4,60,,,,,,0,0,0,0,mcdufpe01,1972-1973,1973
Dave McLelland,20,VAN,2,,1,1,0,10,70,60,.857,5.00,0,0.0,120,,,,,,0,0,0,0,mclelda01,1972-1973,1973
Gord McRae,24,TOR,11,,7,3,0,39,360,321,.892,3.77,0,1.2,620,,,,104,-1.54,0,0,0,0,mcraego01,1972-1973,1973
Gilles Meloche,22,CGS,59,,12,32,14,235,2041,1806,.885,4.07,1,5.3,3467,,,,111,-22.64,0,2,2,4,melocgi01,1972-1973,1973
Phil Myre,24,ATF,46,,16,23,5,138,1402,1264,.902,3.03,2,8.3,2733,,,,95,7.87,0,1,1,2,myreph01,1972-1973,1973
Cam Newton,22,PIT,11,,3,4,0,35,296,261,.882,3.95,0,0.9,532,,,,,,0,1,1,2,newtoca01,1972-1973,1973
Jacques Plante,44,TOR,32,,8,14,6,87,938,851,.907,3.05,1,5.2,1713,,,,89,10.59,0,,,0,plantja01,1972-1973,1973
Jacques Plante,44,BOS,8,,7,1,0,16,220,204,.927,2.00,2,2.2,480,,,,,,0,,,2,plantja01,1972-1973,1973
Michel Plasse,24,MTL,17,,11,2,3,40,456,416,.912,2.58,0,3.4,931,,,,84,7.44,0,0,0,4,plassmi01,1972-1973,1973
Jim Rutherford,23,PIT,49,,20,22,5,129,1460,1331,.912,2.92,3,8.5,2655,,,,85,22.91,0,0,0,0,rutheji01,1972-1973,1973
Billy Smith,22,NYI,37,,7,24,3,147,1207,1060,.878,4.16,0,3.0,2121,,,,117,-21.42,0,0,0,42,smithbi01,1972-1973,1973
Gary Smith,28,CBH,23,,10,10,2,79,701,622,.887,3.54,0,3.1,1337,,,,108,-6.06,0,0,0,5,smithga01,1972-1973,1973
Wayne Stephenson,28,STL,45,,18,15,7,128,1247,1119,.897,3.04,1,7.7,2530,,,,99,1.74,0,0,0,0,stephwa01,1972-1973,1973
Bobby Taylor,28,PHI,23,,8,8,4,78,697,619,.888,4.10,0,1.7,1141,,,,108,-5.48,0,1,1,0,taylobo02,1972-1973,1973
Wayne Thomas,25,MTL,10,,8,1,0,23,259,236,.911,2.37,1,2.3,583,,,,,,0,1,1,2,thomawa01,1972-1973,1973
Rogie Vachon,27,LAK,53,,22,20,10,148,1476,1328,.900,2.85,4,10.3,3116,,,,96,5.57,0,1,1,2,vachoro01,1972-1973,1973
Gilles Villemure,32,NYR,34,,20,12,2,78,859,781,.909,2.30,3,8.4,2035,,,,87,11.37,0,0,0,2,villegi01,1972-1973,1973
Dunc Wilson,24,VAN,43,,13,21,5,159,1324,1165,.880,3.94,1,4.1,2418,,,,115,-21.24,0,1,1,6,wilsodu01,1972-1973,1973
Gump Worsley,43,MNS,12,,6,2,3,30,318,288,.906,2.88,0,2.0,624,,,,91,3.09,0,1,1,22,worslgu01,1972-1973,1973
Les Binkley,37,PIT,31,,7,15,5,98,836,738,.883,3.53,0,3.2,1667,,,,120,-16.57,0,0,0,2,binklle01,1971-1972,1972
Andy Brown,27,DET,10,,4,5,1,37,320,283,.884,3.98,0,0.7,558,,,,119,-5.83,0,1,1,0,brownan01,1971-1972,1972
Jacques Caron,31,STL,28,,14,8,5,69,784,715,.912,2.56,1,5.6,1616,,,,90,7.36,0,1,1,0,caronja01,1971-1972,1972
Lyle Carter,26,CGS,15,,4,7,0,50,361,311,.861,4.16,0,0.7,721,,,,142,-14.84,0,0,0,2,cartely01,1971-1972,1972
Gerry Cheevers,31,BOS,41,,27,5,8,101,1264,1163,.920,2.50,2,8.5,2420,,,,82,22.12,0,2,2,25,cheevge01,1971-1972,1972
Roger Crozier,29,BUF,63,,13,34,14,214,2197,1983,.903,3.52,2,7.1,3649,,,,100,-0.01,0,0,0,10,croziro01,1971-1972,1972
Joe Daley,28,DET,29,,11,10,5,85,794,709,.893,3.15,0,4.1,1618,,,,110,-7.66,0,0,0,2,daleyjo01,1971-1972,1972
Denis DeJordy,33,MTL,7,,3,2,1,25,179,154,.860,4.52,0,0.1,332,,,,,,0,,,0,dejorde01,1971-1972,1972
Denis DeJordy,33,LAK,5,,0,5,0,23,149,126,.846,4.76,0,0.0,290,,,,,,0,,,0,dejorde01,1971-1972,1972
Gerry Desjardins,27,CBH,6,,1,2,3,21,183,162,.885,3.51,0,0.7,359,,,,,,0,0,0,0,desjage01,1971-1972,1972
Dave Dryden,30,BUF,20,,3,9,5,68,594,526,.886,3.98,0,1.3,1025,,,,118,-10.14,0,0,0,0,drydeda01,1971-1972,1972
Ken Dryden,24,MTL,64,,39,8,15,142,2030,1888,.930,2.24,8,15.0,3798,,,,72,55.72,0,3,3,4,drydeke01,1971-1972,1972
Ed Dyck,21,VAN,12,,1,6,2,35,300,265,.883,3.67,0,1.0,572,,,,,,0,0,0,0,dycked01,1971-1972,1972
Gary Edwards,24,LAK,44,,13,23,5,150,1465,1315,.898,3.60,2,4.6,2502,,,,105,-7.31,0,0,0,0,edwarga01,1971-1972,1972
Roy Edwards,34,PIT,15,,2,8,4,36,386,350,.907,2.55,0,2.9,846,,,,96,1.60,0,1,1,0,edwarro01,1971-1972,1972
Tony Esposito,28,CBH,48,,31,10,6,82,1241,1159,.934,1.77,9,13.0,2778,,,,68,38.88,0,1,1,2,esposto01,1971-1972,1972
Doug Favell,26,PHI,54,,18,25,9,140,1655,1515,.915,2.81,5,9.1,2985,,,,87,21.20,0,1,1,32,faveldo01,1971-1972,1972
Bruce Gamble,33,PHI,24,,7,8,2,58,659,601,.912,2.94,2,3.4,1184,,,,90,6.19,0,0,0,2,gamblbr01,1971-1972,1972
George Gardner,29,VAN,24,,3,14,3,86,621,535,.862,4.19,0,1.1,1232,,,,142,-25.51,0,0,0,0,gardnge01,1971-1972,1972
Ed Giacomin,32,NYR,44,,24,10,9,115,1166,1051,.901,2.71,1,8.2,2549,,,,101,-1.43,0,3,3,4,giacoed01,1971-1972,1972
Gilles Gilbert,22,MNS,4,,1,2,1,11,102,91,.892,3.04,0,0.6,217,,,,,,0,0,0,0,gilbegi01,1971-1972,1972
Eddie Johnston,36,BOS,38,,27,8,3,102,1006,904,.899,2.71,2,7.3,2258,,,,104,-4.01,0,4,4,0,johnsed01,1971-1972,1972
Gary Kurt,24,CGS,16,,1,7,5,60,417,357,.856,4.30,0,0.6,837,,,,148,-19.38,0,0,0,0,kurtga01,1971-1972,1972
Cesare Maniago,33,MNS,43,,20,17,4,112,1392,1280,.920,2.65,3,8.4,2535,,,,83,23.58,0,0,0,4,maniace01,1971-1972,1972
Peter McDuffe,23,STL,10,,0,6,0,29,261,232,.889,3.69,0,0.8,471,,,,,,0,0,0,0,mcdufpe01,1971-1972,1972
Don McLeod,25,PHI,4,,0,3,1,14,109,95,.872,4.65,0,0.0,181,,,,,,0,0,0,0,mcleodo01,1971-1972,1972
Jim McLeod,34,STL,16,,6,6,4,44,399,355,.890,3.01,0,2.4,878,,,,113,-5.14,0,1,1,0,mcleoji01,1971-1972,1972
Gilles Meloche,21,CGS,56,,16,25,13,173,1623,1450,.893,3.33,4,7.0,3118,,,,109,-14.92,0,2,2,6,melocgi01,1971-1972,1972
Phil Myre,23,MTL,9,,4,5,0,32,276,244,.884,3.65,0,0.9,526,,,,,,0,0,0,4,myreph01,1971-1972,1972
Bernie Parent,26,TOR,47,,17,18,9,116,1363,1247,.915,2.57,3,9.3,2712,,,,87,16.76,0,1,1,6,parenbe01,1971-1972,1972
Jacques Plante,43,TOR,34,,16,13,5,86,1032,946,.917,2.63,2,6.5,1962,,,,86,14.52,0,0,0,2,plantja01,1971-1972,1972
Jim Rutherford,22,PIT,40,,17,15,5,116,1066,950,.891,3.23,1,5.2,2156,,,,112,-12.17,0,0,0,16,rutheji01,1971-1972,1972
Al Smith,26,DET,43,,18,20,4,134,1242,1108,.892,3.22,4,6.0,2495,,,,111,-13.03,0,4,4,23,smithal03,1971-1972,1972
Billy Smith,21,LAK,5,,1,3,1,23,178,155,.871,4.60,0,0.1,300,,,,,,0,0,0,5,smithbi01,1971-1972,1972
Gary Smith,27,CBH,28,,14,5,6,62,693,631,.911,2.42,5,5.6,1538,,,,92,5.50,0,0,0,0,smithga01,1971-1972,1972
Wayne Stephenson,27,STL,2,,0,1,0,9,46,37,.804,5.40,0,-0.1,100,,,,,,0,0,0,0,stephwa01,1971-1972,1972
Bobby Taylor,27,PHI,6,,1,2,2,16,193,177,.917,3.00,0,0.9,320,,,,,,0,0,0,0,taylobo02,1971-1972,1972
Rogie Vachon,26,LAK,28,,6,18,3,107,937,830,.886,4.05,0,1.8,1584,,,,117,-15.73,0,,,0,vachoro01,1971-1972,1972
Rogie Vachon,26,MTL,1,,0,1,0,4,17,13,.765,12.00,0,-0.2,20,,,,,,0,,,0,vachoro01,1971-1972,1972
Gilles Villemure,31,NYR,37,,24,7,4,74,845,771,.912,2.09,3,8.9,2127,,,,90,8.30,0,2,2,6,villegi01,1971-1972,1972
Ernie Wakely,31,STL,30,,8,18,2,91,856,765,.894,3.40,1,3.4,1605,,,,109,-7.62,0,1,1,2,wakeler01,1971-1972,1972
Dunc Wilson,23,VAN,53,,16,30,3,173,1529,1356,.887,3.62,1,5.1,2864,,,,116,-24.07,0,0,0,15,wilsodu01,1971-1972,1972
Gump Worsley,42,MNS,34,,16,10,7,68,1022,954,.933,2.12,2,7.9,1924,,,,68,31.54,0,1,1,2,worslgu01,1971-1972,1972
Les Binkley,36,PIT,34,,11,11,10,89,890,801,.900,2.86,2,5.8,1866,,,,103,-2.89,0,0,0,0,binklle01,1970-1971,1971
Ken Brown,22,CBH,1,,0,0,0,1,14,13,.929,3.37,0,0.0,18,,,,,,0,0,0,0,brownke01,1970-1971,1971
Gerry Cheevers,30,BOS,40,,27,8,5,109,1326,1217,.918,2.73,3,7.9,2397,,,,85,19.30,0,0,0,4,cheevge01,1970-1971,1971
Roger Crozier,28,BUF,44,,9,20,7,135,1354,1219,.900,3.69,1,4.0,2195,,,,103,-3.99,0,0,0,0,croziro01,1970-1971,1971
Joe Daley,27,BUF,38,,12,16,8,129,1232,1103,.895,3.74,1,3.6,2069,,,,108,-9.80,0,1,1,12,daleyjo01,1970-1971,1971
Denis DeJordy,32,LAK,60,,18,29,11,214,1917,1703,.888,3.81,1,5.5,3370,,,,115,-28.52,0,0,0,0,dejorde01,1970-1971,1971
Gerry Desjardins,26,CBH,22,,12,6,2,49,603,554,.919,2.42,0,4.6,1215,,,,84,9.34,0,0,0,6,desjage01,1970-1971,1971
Dave Dryden,29,BUF,10,,3,3,0,22,227,205,.903,3.23,1,1.0,408,,,,,,0,1,1,0,drydeda01,1970-1971,1971
Ken Dryden,23,MTL,6,,6,0,0,9,211,202,.957,1.65,0,1.6,327,,,,,,0,0,0,0,drydeke01,1970-1971,1971
Roy Edwards,33,DET,37,,11,19,7,119,1109,990,.893,3.40,0,4.7,2099,,,,111,-11.70,0,0,0,2,edwarro01,1970-1971,1971
Tony Esposito,27,CBH,57,,35,14,7,126,1554,1428,.919,2.27,6,13.2,3323,,,,84,24.36,0,1,1,4,esposto01,1970-1971,1971
Doug Favell,25,PHI,44,,16,15,9,108,1275,1167,.915,2.67,2,8.2,2428,,,,88,15.36,0,1,1,9,faveldo01,1970-1971,1971
Bruce Gamble,32,TOR,23,,6,14,1,83,706,623,.882,3.89,2,1.9,1280,,,,122,-14.69,0,,,0,gamblbr01,1970-1971,1971
Bruce Gamble,32,PHI,11,,3,6,2,37,373,336,.901,3.37,0,1.5,658,,,,103,-0.91,0,,,0,gamblbr01,1970-1971,1971
George Gardner,28,VAN,18,,6,8,1,52,587,535,.911,3.39,0,2.1,920,,,,92,4.80,0,0,0,0,gardnge01,1970-1971,1971
Ed Giacomin,31,NYR,45,,27,10,7,95,1215,1120,.922,2.16,8,11.0,2638,,,,81,22.56,0,0,0,4,giacoed01,1970-1971,1971
Gilles Gilbert,21,MNS,17,,5,9,2,59,533,474,.889,3.80,0,1.5,931,,,,114,-7.43,0,0,0,2,gilbegi01,1970-1971,1971
Gerry Gray,23,DET,7,,1,4,1,30,229,199,.869,4.74,0,0.1,380,,,,,,0,0,0,0,grayge01,1970-1971,1971
Glenn Hall,39,STL,32,,13,11,8,71,867,796,.918,2.42,2,6.6,1760,,,,85,12.89,0,1,1,0,hallgl01,1970-1971,1971
Charlie Hodge,37,VAN,35,,15,13,5,112,1045,933,.893,3.42,0,4.4,1965,,,,111,-10.89,0,0,0,0,hodgech01,1970-1971,1971
Paul Hoganson,21,PIT,2,,0,1,0,7,28,21,.750,7.35,0,-0.2,57,,,,,,0,0,0,0,hoganpa01,1970-1971,1971
Eddie Johnston,35,BOS,38,,30,6,2,96,1110,1014,.914,2.53,4,8.2,2277,,,,89,11.40,0,1,1,6,johnsed01,1970-1971,1971
Cesare Maniago,32,MNS,40,,19,15,6,107,1248,1141,.914,2.70,5,7.9,2378,,,,89,13.75,0,1,1,2,maniace01,1970-1971,1971
Murray McLachlan,22,TOR,2,,0,1,0,4,17,13,.765,9.72,0,-0.2,25,,,,,,0,0,0,0,mclacmu01,1970-1971,1971
Don McLeod,24,DET,14,,3,7,0,60,406,346,.852,5.17,0,-0.3,697,,,,153,-20.72,0,0,0,0,mcleodo01,1970-1971,1971
Gilles Meloche,20,CBH,2,,2,0,0,6,72,66,.917,3.00,0,0.3,120,,,,,,0,0,0,0,melocgi01,1970-1971,1971
Phil Myre,22,MTL,30,,13,11,4,87,911,824,.905,3.12,1,4.5,1675,,,,99,1.14,0,1,1,17,myreph01,1970-1971,1971
Cam Newton,20,PIT,5,,1,3,1,16,114,98,.860,3.44,0,0.6,279,,,,,,0,0,0,4,newtoca01,1970-1971,1971
Jack Norris,28,LAK,25,,7,11,2,85,762,677,.888,3.91,0,1.9,1305,,,,115,-11.27,0,0,0,0,norrija01,1970-1971,1971
Bernie Parent,25,PHI,30,,9,12,6,73,825,752,.912,2.77,2,5.1,1581,,,,91,6.82,0,,,5,parenbe01,1970-1971,1971
Bernie Parent,25,TOR,18,,7,7,3,46,548,502,.916,2.66,0,3.5,1036,,,,87,7.02,0,,,0,parenbe01,1970-1971,1971
Jacques Plante,42,TOR,40,,24,11,4,73,1297,1224,.944,1.89,4,10.6,2323,,,,58,52.49,0,0,0,2,plantja01,1970-1971,1971
Michel Plasse,22,STL,1,,1,0,0,3,36,33,.917,3.00,0,0.2,60,,,,,,0,0,0,0,plassmi01,1970-1971,1971
Jim Rutherford,21,DET,29,,7,15,3,94,761,667,.876,3.77,1,2.5,1495,,,,128,-20.37,0,0,0,0,rutheji01,1970-1971,1971
Al Smith,25,PIT,45,,9,22,9,128,1256,1128,.898,3.11,2,6.7,2471,,,,105,-6.47,0,0,0,26,smithal03,1970-1971,1971
Gary Smith,26,CGS,71,,19,48,4,256,2226,1970,.885,3.86,2,6.2,3975,,,,119,-40.62,0,1,1,6,smithga01,1970-1971,1971
Bob Sneddon,26,CGS,7,,0,2,0,21,127,106,.835,5.63,0,-0.3,224,,,,,,0,0,0,0,sneddbo01,1970-1971,1971
Rogie Vachon,25,MTL,47,,23,12,9,118,1370,1252,.914,2.65,2,9.1,2675,,,,89,14.56,0,0,0,0,vachoro01,1970-1971,1971
Gilles Villemure,30,NYR,34,,22,8,4,78,966,888,.919,2.30,4,8.0,2036,,,,83,15.47,0,0,0,0,villegi01,1970-1971,1971
