pid,Player,Position,dob,Shoots,height,height_cm,weight,city,state,country
brodzbr01,Bryce Brodzinski,RW,2000-08-09,Right,5-11,180,197,Blaine,Minnesota,us
brodzjo01,Jonny Brodzinski,C,1993-06-19,Right,6-2,188,215,,,
brodzmi01,Michael Brodzinski,D,1995-05-28,Right,5-11,180,195,,,
brollda01,David Broll,LW,1993-01-04,Left,6-2,188,216,Mississauga,Ontario,ca
bromema01,Mathias Brome,F,1994-07-29,Left,6-0,183,183,Orby,Sweden,se
bromlga01,Gary Bromley,G,1950-01-19,,5-10,178,160,Edmonton,Alberta,ca
brookjo01,Josh Brook,D,1999-06-17,Right,6-2,188,185,Yorkton,Saskatchewan,ca
brooksh01,Sheldon Brookbank,D,1980-10-03,Right,6-1,185,202,Lanigan,Saskatchewan,ca
brookwa01,Wade Brookbank,D,1977-09-29,Left,6-4,193,225,Lanigan,Saskatchewan,ca
brookbo01,Bob Brooke,C,1960-12-18,Right,5-11,180,195,Melrose,Massachusetts,us
brookad01,Adam Brooks,C,1996-05-06,Left,5-11,180,180,Winnipeg,Manitoba,ca
brookal01,Alex Brooks,D,1976-08-21,Right,6-1,185,195,Madison,Wisconsin,us
brookar01,Art Brooks,G,1889-02-04,,,,,Guelph,Ontario,ca
brookgo01,Gord Brooks,RW,1950-09-11,Right,5-8,173,168,Cobourg,Ontario,ca
brookro01,Ross Brooks,G,1937-10-17,,5-8,173,173,Toronto,Ontario,ca
brophev01,Evan Brophey,C,1986-12-03,Left,6-2,188,199,Kitchener,Ontario,ca
brophbe01,Bernie Brophy,LW,1905-08-09,Left,5-8,173,165,Collingwood,Ontario,ca
brophfr01,Frank Brophy,G,1900-08-09,,5-6,168,150,,,
brosnpa01,Pat Brosnihan,RW,1986-08-20,,,,,,,
brosswi01,Willie Brossart,D,1949-05-29,Left,6-0,183,190,Allan,Saskatchewan,ca
brossla01,Laurent Brossoit,G,1993-03-23,,6-3,190,204,,,
broteaa01,Aaron Broten,LW/C,1960-11-14,Left,5-10,178,180,Roseau,Minnesota,us
brotene01,Neal Broten,C,1959-11-29,Left,5-9,175,175,Roseau,Minnesota,us
brotepa01,Paul Broten,RW,1965-10-27,Right,5-11,180,188,Roseau,Minnesota,us
brouiju01,Julien Brouillette,D,1986-12-05,,5-11,180,185,,,
brouspa01,Paul Brousseau,RW,1973-09-18,Right,6-2,188,203,Pierrefonds,Quebec,ca
brouwtr01,Troy Brouwer,RW,1985-08-17,Right,6-3,190,213,,,
brownad01,Adam Brown,LW,1920-02-04,Left,5-9,175,175,,,
brownan01,Andy Brown,G,1944-02-15,,6-0,183,185,Hamilton,Ontario,ca
brownar01,Arnie Brown,D,1942-01-28,Left,6-1,185,185,Oshawa,Ontario,ca
brownbo01,Bob Brown,D,1950-12-18,,,,,Toronto,Ontario,ca
brownbr01,Brad Brown,D,1975-12-27,Right,6-4,193,220,,,
brownca01,Cam Brown,LW,1969-05-15,Left,6-1,185,210,Saskatoon,Saskatchewan,ca
brownch01,Chris Brown,C,1991-02-03,Right,6-2,188,215,,,
brownch02,Christopher Brown,C,1996-02-22,Right,6-0,183,179,Pontiac,Michigan,us
brownco01,Connie Brown,C,1917-01-11,Left,5-7,170,168,,,
brownco02,Connor Brown,RW,1994-01-14,Right,6-0,183,183,Toronto,Ontario,ca
browncu01,Curtis Brown,C/LW,1976-02-12,Left,6-0,183,200,Unity,Saskatchewan,ca
brownda01,Dave Brown,RW,1962-10-12,Right,6-5,196,222,Saskatoon,Saskatchewan,ca
brownda02,David Brown,G,1985-02-01,,,,,,,
browndo01,Doug Brown,RW,1964-06-12,Right,5-10,178,185,Southborough,Massachusetts,us
browndu01,Dustin Brown,RW,1984-11-04,Right,6-0,183,210,,,
brownfr01,Fred Brown,LW,1900-09-15,Left,5-8,173,155,Kingston,Ontario,ca
brownge01,George Brown,C,1912-05-17,Left,5-11,180,185,Winnipeg,Manitoba,ca
brownge02,Gerry Brown,LW,1917-07-07,Left,5-9,175,170,Edmonton,Alberta,ca
browngr01,Greg Brown,D,1968-03-07,Right,6-0,183,185,Hartford,Connecticut,us
brownha01,Harold Brown,RW,1920-09-14,Left,5-10,178,160,Brandon,Manitoba,ca
brownjt01,J.T. Brown,RW,1990-07-02,Right,5-10,178,166,Burnsville,Minnesota,us
brownje02,Jeff Brown,D,1966-04-30,Right,6-1,185,204,Ottawa,Ontario,ca
brownji01,Jim Brown,D,1960-03-01,Right,6-4,193,210,Phoenix,Arizona,us
brownjo01,Josh Brown,D,1994-01-21,Right,6-5,196,225,London,Ontario,ca
brownke02,Keith Brown,D,1960-05-06,Right,6-1,185,196,,,
brownke01,Ken Brown,G,1948-12-19,,5-11,180,175,,,
brownke03,Kevin Brown,RW,1974-05-11,Right,6-1,185,212,,,
brownla01,Larry Brown,D,1947-04-14,Left,6-2,188,210,Brandon,Manitoba,ca
brownlo01,Logan Brown,C,1998-03-05,Left,6-6,198,220,,,
brownmi03,Mike Brown,G,1985-03-04,,,,,,,
brownmi01,Mike Brown,LW,1979-04-27,Left,6-5,196,185,,,
brownmi02,Mike Brown,RW,1985-06-24,Right,5-11,180,205,Chicago,Illinois,us
brownpa02,Patrick Brown,C,1992-05-29,Right,5-11,180,214,,,
brownpa01,Paul Brown,RW,1984-07-21,,,,,,,
brownro01,Rob Brown,RW,1968-04-10,Left,5-10,178,177,Kingston,Ontario,ca
brownse01,Sean Brown,D,1976-11-05,Left,6-3,190,215,Oshawa,Ontario,ca
brownst01,Stan Brown,D,1898-05-09,Left,5-10,178,150,,,
browntr01,Travis Brown,D,1994-03-15,Left,6-2,188,191,Winnipeg,Manitoba,ca
brownwa01,Wayne Brown,RW,1930-11-16,Left,5-8,173,150,Deloro,Ontario,ca
brownce01,Cecil Browne,LW,1896-02-13,Left,6-0,183,165,,,
brownch03,Chad Brownlee,D,1984-07-12,,,,,,,
brownja01,Jack Brownschidle,D,1955-10-02,Left,6-2,188,195,,,
brownje01,Jeff Brownschidle,D,1959-03-01,Right,6-2,188,200,,,
brubaje01,Jeff Brubaker,LW,1958-02-24,Left,6-2,188,207,Frederick,Maryland,us
bruceda01,David Bruce,LW,1964-10-07,Right,5-11,180,190,,,
brucego01,Gordie Bruce,LW,1919-05-09,Left,5-11,180,190,Ottawa,Ontario,ca
bruceky01,Kyle Bruce,RW,1983-03-30,,,,,,,
brucemo01,Morley Bruce,D/C,1894-03-07,Right,5-9,175,170,,,
bruceri01,Riley Bruce,D,1997-07-16,Right,6-6,198,205,Carp,Ontario,ca
bruckbe01,Bernd Bruckler,G,1981-09-26,,,,,,,
brulegi01,Gilbert Brule,C,1987-01-01,Right,5-11,180,187,Edmonton,Alberta,ca
brulest01,Steve Brule,RW,1975-01-15,Right,6-0,183,200,Montreal,Quebec,ca
brumwmu01,Murray Brumwell,D,1960-03-31,Left,6-2,188,190,Calgary,Alberta,ca
bruncbe01,Bedrick Brunclik,,,,,,,,,
brunema02,Mathieu Brunelle,LW,1983-04-06,,,,,,,
brunebe01,Benoit Brunet,LW,1968-08-24,Left,6-0,183,203,,,
brunebr01,Brett Bruneteau,C,1989-01-05,,,,,,,
bruneed01,Eddie Bruneteau,RW,1919-08-01,Right,5-9,175,172,,,
brunemu01,Mud Bruneteau,RW,1914-11-28,Right,5-11,180,185,,,
brunema01,Mario Brunetta,G,1967-01-25,,6-3,190,180,,,
brunean01,Andrew Brunette,LW,1973-08-24,Left,6-1,185,215,Sudbury,Ontario,ca
brunnda01,Damien Brunner,RW,1986-03-09,Right,5-11,180,185,Oberlunkhofen,Switzerland,ch
brunnfa01,Fabian Brunnstrom,LW,1985-02-06,Left,6-1,185,206,Jonstorp,Sweden,se
brustba01,Barry Brust,G,1983-08-08,,6-2,188,216,,,
brydgbi01,Bill Brydge,D,1901-10-22,Right,5-9,175,195,Renfrew,Ontario,ca
brydgpa01,Paul Brydges,C,1965-06-21,Right,5-11,180,180,Guelph,Ontario,ca
brydsgl01,Glenn Brydson,RW,1910-11-07,Right,5-10,178,170,Swansea,Ontario,ca
brydsgo01,Gord Brydson,C/RW,1907-01-03,Right,5-7,170,150,Toronto,Ontario,ca
brylise01,Sergei Brylin,LW,1974-01-13,Left,5-10,178,190,Moscow,USSR,su
brysoja01,Jacob Bryson,D,1997-11-18,Left,,,,,,
bryzgil01,Ilya Bryzgalov,G,1980-06-22,,6-3,190,213,Togliatti,USSR,su
bublaji01,Jiri Bubla,D,1950-01-27,Right,5-11,180,200,,,
bubniji01,Jimmy Bubnick,C,1991-01-19,,,,,,,
buchaal01,Al Buchanan,LW,1927-05-17,Left,5-8,173,160,Winnipeg,Manitoba,ca
buchabu01,Bucky Buchanan,C/RW,1922-12-28,Right,5-9,175,172,,,
buchaje01,Jeff Buchanan,D,1971-05-23,Right,6-2,188,200,,,
buchami01,Mike Buchanan,D,1932-03-01,Left,6-1,185,185,,,
bucharo01,Ron Buchanan,C,1944-11-15,Left,6-3,190,170,Montreal,Quebec,ca
buchbke01,Kelly Buchberger,RW,1966-12-02,Left,6-2,188,210,Langenburg,Saskatchewan,ca
buchnpa01,Pavel Buchnevich,LW,1995-04-17,Left,6-3,190,196,,,
bucklma01,Matt Buckles,C,1995-05-05,Right,6-3,190,218,Toronto,Ontario,ca
bucykjo01,John Bucyk,LW,1935-05-12,Left,6-0,183,215,Edmonton,Alberta,ca
bucykra01,Randy Bucyk,C,1962-11-09,Left,5-11,180,185,Edmonton,Alberta,ca
budajpe01,Peter Budaj,G,1982-09-18,,6-1,185,196,,,
budikvo01,Vojtech Budik,D,1998-01-29,Left,6-1,185,189,,,
budisza01,Zach Budish,RW,1991-05-09,,6-3,190,223,,,
buetobr01,Brad Buetow,D,1950-10-28,Left,6-3,190,195,,,
buhrdo01,Doug Buhr,LW,1949-06-29,Left,6-3,190,215,,,
bukacda01,Daniel Bukac,D,1999-04-29,Right,6-5,196,185,,,
bukovto01,Tony Bukovich,LW/C,1915-08-30,Left,5-11,180,160,Painesdale,Michigan,us
bulisja01,Jan Bulis,C,1978-03-18,Left,6-1,185,208,Pardubice,Czechoslovakia,cs
bullami01,Mike Bullard,C,1961-03-10,Left,6-0,183,195,Ottawa,Ontario,ca
bullehy01,Hy Buller,D,1926-03-15,Left,5-11,180,183,Montreal,Quebec,ca
bullete01,Ted Bulley,LW,1955-03-25,Left,6-1,185,192,Windsor,Ontario,ca
bullobr01,Bruce Bullock,G,1949-05-09,,5-7,170,160,Toronto,Ontario,ca
bulmebr01,Brett Bulmer,RW,1992-04-26,Right,6-2,188,182,,,
bumagal01,Alexander Bumagin,W,1987-03-01,,,,,,,
bunnaco01,Connor Bunnaman,F,1998-04-16,Left,6-1,185,207,Guelph,Canada,ca
buntimi01,Michael Bunting,LW,1995-09-17,Left,5-11,180,196,Scarborough,Ontario,ca
bunzty01,Tyler Bunz,G,1992-02-11,,6-1,185,205,Regina,Saskatchewan,ca
burakan01,Andre Burakovsky,LW,1995-02-09,Left,6-3,190,201,Klagenfurt,Austria,at
burakro01,Robert Burakovsky,RW,1966-11-24,Right,5-10,178,185,Malmo,Sweden,se
buravvy01,Vyacheslav Buravchikov,D,1987-05-22,,,,,,,
burchbi01,Billy Burch,C/LW,1900-11-20,Left,6-0,183,200,,,
burchfr01,Fred Burchell,C,1931-01-09,Left,5-6,168,143,Montreal,Quebec,ca
burchra01,Randy Burchell,G,1955-07-02,,6-1,185,175,Montreal,Quebec,ca
burdogl01,Glen Burdon,C,1954-08-04,Left,6-2,188,178,Regina,Saskatchewan,ca
burepa01,Pavel Bure,RW,1971-03-31,Left,5-10,178,189,Moscow,USSR,su
bureva01,Valeri Bure,RW,1974-06-13,Right,5-10,178,185,Moscow,USSR,su
bureama01,Marc Bureau,C,1966-05-19,Right,6-1,185,203,,,
buregbi01,Bill Burega,D,1932-03-13,Left,6-0,183,195,Winnipeg,Manitoba,ca
burgder01,Erik Burgdoerfer,D,1988-12-11,Right,6-1,185,207,Abington,Pennsylvania,us
burgedo01,Don Burgess,LW,1946-06-08,Left,6-0,183,170,,,
burgeto01,Todd Burgess,RW,1996-04-03,Right,6-2,188,178,Peoria,Arizona,us
burisad01,Adam Burish,RW,1983-01-06,Right,6-1,185,195,Madison,Wisconsin,us
burkebr02,Brayden Burke,F,1997-01-01,Left,5-10,178,165,Edmonton,Alberta,ca
burkebr01,Brendan Burke,G,1995-03-11,,6-3,190,174,,,
burkeed01,Eddie Burke,RW/C,1907-06-03,Right,5-8,173,175,Toronto,Ontario,ca
burkegr01,Greg Burke,LW,1990-05-16,,,,,,,
burkema01,Marty Burke,D,1905-01-28,Left,5-8,173,160,Toronto,Ontario,ca
burkese01,Sean Burke,G,1967-01-29,,6-4,193,211,Windsor,Ontario,ca
burkhlo01,Loic Burkhalter,C,1980-02-11,,,,,,,
burkico01,Codey Burki,C,1987-11-17,,,,,,,
burlobr01,Brandon Burlon,D,1990-03-05,Left,6-0,183,190,Nobleton,Ontario,ca
burmiro01,Roy Burmister,LW,1906-08-12,Left,5-10,178,155,Collingwood,Ontario,ca
burmial01,Alexander Burmistrov,C,1991-10-21,Left,6-1,185,180,Kazan,USSR,su
burnega01,Garrett Burnett,LW,1975-09-23,Left,6-3,190,225,,,
burneke01,Kelly Burnett,C,1926-06-16,Left,5-10,178,160,Lachine,Quebec,ca
burnsbo01,Bobby Burns,LW,1905-04-04,Left,5-10,178,155,,,
burnsbr01,Brent Burns,D/RW,1985-03-09,Right,6-5,196,230,Barrie,Ontario,ca
burnsch01,Charlie Burns,C,1936-02-14,Left,5-11,180,170,Detroit,Michigan,us
burnsga01,Gary Burns,LW/C,1955-01-16,Left,6-1,185,190,Cambridge,Massachusetts,us
burnsno01,Norm Burns,C,1918-02-20,Right,6-0,183,195,Youngstown,Alberta,ca
burnsro01,Robin Burns,LW,1946-08-27,Left,6-0,183,195,Montreal,Quebec,ca
burrsh01,Shawn Burr,LW/C,1966-07-01,Left,6-1,185,205,Sarnia,Ontario,ca
burrira01,Randy Burridge,LW,1966-01-07,Left,5-9,175,188,,,
burroky01,Kyle Burroughs,D,1995-07-12,Right,6-0,183,197,,,
burroal01,Alexandre Burrows,LW,1981-04-11,Left,6-1,185,197,Pincourt,Quebec,ca
burroda01,Dave Burrows,D,1949-01-11,Left,6-1,185,190,Toronto,Ontario,ca
burrybe01,Bert Burry,D,1906-02-07,Left,5-9,175,180,Westminster,Ontario,ca
burtad01,Adam Burt,D,1969-01-15,Left,6-2,188,205,Detroit,Michigan,us
burtocu01,Cummy Burton,RW,1936-05-12,Right,5-10,178,170,Sudbury,Ontario,ca
burtone01,Nelson Burton,LW,1957-11-06,Left,6-0,183,205,,,
burzalu01,Luka Burzan,RW,2000-01-07,Left,6-0,183,184,,,
busbyde01,Dennis Busby,D,2000-01-06,Right,5-11,180,187,,,
bushed01,Eddie Bush,D,1918-07-11,Right,6-1,185,195,Collingwood,Ontario,ca
buskaro01,Rod Buskas,D,1961-01-07,Right,6-1,185,206,Wetaskiwin,Alberta,ca
busnimi01,Mike Busniuk,D,1951-12-13,Right,6-3,190,200,,,
busniro01,Ron Busniuk,RW,1948-08-13,Right,5-11,180,180,,,
bussira01,Raphael Bussieres,LW,1993-11-05,,,,,,,
buswewa01,Walt Buswell,D,1907-11-06,Left,5-11,180,170,Montreal,Quebec,ca
butchga01,Garth Butcher,D,1963-01-08,Right,6-0,183,204,Regina,Saskatchewan,ca
butchma01,Matt Butcher,C,1987-01-01,,,,,,,
butchwi01,Will Butcher,D,1995-01-06,Left,5-10,178,190,,,
butensv01,Sven Butenschön,D,1976-03-22,Left,6-4,193,215,Itzehoe,Germany,de
butlebo01,Bobby Butler,RW,1987-04-26,Right,6-0,183,189,Marlborough,Massachusetts,us
butlech01,Chris Butler,D,1986-10-27,Left,6-1,185,196,,,
butledi01,Dick Butler,RW,1926-06-02,Right,5-7,170,175,Delisle,Saskatchewan,ca
butleje01,Jerry Butler,RW,1951-02-27,Right,6-0,183,180,Sarnia,Ontario,ca
butsavi01,Viacheslav Butsayev,C,1970-06-13,Left,6-2,188,228,Togliatti,USSR,su
butsayu01,Yuri Butsayev,LW,1978-10-11,Left,6-0,183,195,Togliatti,USSR,su
buttebi01,Bill Butters,D,1951-01-10,Right,5-10,178,185,,,
buttory01,Ryan Button,D,1991-03-26,,,,,,,
buttrgo01,Gord Buttrey,W,1926-03-17,Left,6-1,185,180,Regina,Saskatchewan,ca
buynago01,Gord Buynak,D,1954-03-19,Left,6-1,185,180,Detroit,Michigan,us
buzekpe01,Petr Buzek,D,1977-04-26,Left,6-1,185,220,Jihlava,Czechoslovakia,cs
buzinst01,Steve Buzinski,G,1917-10-15,,5-8,173,140,Dunblane,Saskatchewan,ca
byakiil01,Ilja Byakin,D,1963-02-02,Left,5-9,175,185,Sverdlovsk,USSR,su
bycejo01,John Byce,C,1967-08-09,Left,6-1,185,180,Madison,Wisconsin,us
bychkro01,Roman Bychkov,D,2001-02-10,Left,5-11,180,170,,,
byebr01,Brian Bye,C,1954-06-27,Left,5-10,178,180,Brantford,Ontario,ca
byersda01,Dane Byers,LW,1986-02-21,,6-3,190,204,,,
byersgo01,Gord Byers,D,1930-03-11,Right,5-10,178,182,Eganville,Ontario,ca
byersje01,Jerry Byers,LW,1952-03-29,Left,5-11,180,170,,,
byersly01,Lyndon Byers,RW,1964-02-29,Right,6-1,185,200,Nipawin,Saskatchewan,ca
byersmi01,Mike Byers,RW,1946-09-11,Right,5-10,178,185,Toronto,Ontario,ca
byfiequ01,Quinton Byfield,C,2002-08-19,Left,6-4,193,214,Newmarket,Ontario,ca
byfugdu01,Dustin Byfuglien,D,1985-03-27,Right,6-5,196,260,Roseau,Minnesota,us
bykovdm01,Dmitri Bykov,D,1977-05-05,Left,5-10,178,169,Izhevsk,USSR,su
bylsmda01,Dan Bylsma,RW,1970-09-19,Left,6-2,188,212,,,
byrambo01,Bowen Byram,D,2001-06-13,Left,6-1,185,190,,,
byramsh01,Shawn Byram,LW,1968-09-12,Left,6-2,188,204,Neepawa,Manitoba,ca
byronbl01,Blaine Byron,C,1995-02-21,Left,6-0,183,172,Manotick,Ontario,ca
byronpa01,Paul Byron,LW,1989-04-27,Left,5-9,175,163,Ottawa,Ontario,ca
bystrlu01,Ludwig Bystrom,D,1994-07-20,Left,6-1,185,175,Ornskoldsvik,Sweden,se
caamani01,Nicholas Caamano,RW,1998-09-07,Left,6-2,188,195,Hamilton,Ontario,ca
cabanfr01,Frederik Cabana,C,1986-05-16,,,,,,,
cadlebr01,Brian Cadle,LW,1948-09-13,Left,6-1,185,165,,,
caffeja01,Jack Caffery,C,1934-06-30,Right,6-0,183,165,Kingston,Ontario,ca
caffete01,Terry Caffery,C,1949-04-01,Right,5-9,175,165,Toronto,Ontario,ca
caggidr01,Drake Caggiula,LW,1994-06-20,Left,5-10,178,176,Pickering,Ontario,ca
cahanla01,Larry Cahan,D,1933-12-25,Right,6-2,188,222,,,
cahilch01,Charles Cahill,RW,1904-01-04,Right,5-10,178,180,,,
cainfr01,Francis Cain,D,1899-03-22,,5-8,173,175,Newmarket,Ontario,ca
cainhe01,Herb Cain,LW,1912-12-24,Left,5-11,180,180,Newmarket,Ontario,ca
cairndo01,Don Cairns,LW,1955-10-08,Left,6-1,185,195,Calgary,Alberta,ca
cairner01,Eric Cairns,D,1974-06-27,Left,6-6,198,230,Oakville,Ontario,ca
cairnma01,Matthew Cairns,D,1998-04-27,Left,6-2,188,200,Mississauga,Ontario,ca
cajanpe01,Petr Cajanek,RW,1975-08-18,Left,5-11,180,193,,,
cajkoma01,Maxim Cajkovic,RW,2001-01-03,Right,5-10,178,185,Bratislava,Slovakia,sk
caldeer01,Eric Calder,D,1963-07-26,Right,6-1,185,180,Kitchener,Ontario,ca
caldeky01,Kyle Calder,LW,1979-01-05,Left,5-11,180,177,Mannville,Alberta,ca
caldwry01,Ryan Caldwell,D,1981-06-15,Left,6-2,188,174,Deloraine,Manitoba,ca
caleydo01,Don Caley,G,1945-10-09,,5-10,178,160,Dauphin,Manitoba,ca
callabr01,Brady Calla,RW,1988-03-14,,,,,,,
callano01,Norm Calladine,C,1916-07-30,Right,5-9,175,155,Peterborough,Ontario,ca
callajo02,Joe Callahan,D,1982-12-20,Right,6-3,190,220,Brockton,Massachusetts,us
callami02,Michael Callahan,D,1999-09-23,Left,6-1,185,191,Franklin,Massachusetts,us
callami01,Mitch Callahan,RW,1991-08-17,Right,5-11,180,198,Whittier,California,us
callary01,Ryan Callahan,RW,1985-03-21,Right,5-10,178,187,,,
calladr01,Drew Callander,C/RW,1956-08-17,Right,6-2,188,185,Regina,Saskatchewan,ca
callajo01,Jock Callander,RW,1961-04-23,Right,6-1,185,188,Regina,Saskatchewan,ca
callibr01,Brett Callighen,C,1953-05-15,Left,5-11,180,182,Toronto,Ontario,ca
callipa01,Patsy Callighen,D,1906-02-13,Left,5-6,168,175,Toronto,Ontario,ca
calnach01,Chris Calnan,RW,1994-05-05,,,,,,,
calouja01,Jan Caloun,RW,1972-12-20,Right,5-10,178,190,,,
calvema01,Matt Calvert,LW,1989-12-24,Left,5-11,180,186,Brandon,Manitoba,ca
camaran01,Anthony Camara,LW,1993-09-04,Left,6-0,183,192,Toronto,Ontario,ca
camazja01,James Camazzola,LW,1964-01-05,Left,5-11,180,190,,,
camazto01,Tony Camazzola,D,1962-09-11,Left,6-2,188,210,,,
camerto01,Tony Cameranesi,C,1993-08-12,Right,5-11,180,185,,,
cameral01,Al Cameron,D,1955-10-21,Left,6-1,185,205,Edmonton,Alberta,ca
camerbi01,Billy Cameron,RW,1896-12-05,Left,5-11,180,160,Timmins,Ontario,ca
camerbr01,Bryan Cameron,RW,1989-02-25,,,,,,,
camercr01,Craig Cameron,RW,1945-07-19,Right,6-0,183,200,Edmonton,Alberta,ca
camerda01,Dave Cameron,C,1958-07-29,Left,6-0,183,185,,,
camerha01,Harry Cameron,D,1890-02-06,Right,5-10,178,155,Pembroke,Ontario,ca
camerra01,Randy Cameron,C,1989-01-28,,,,,,,
camersc01,Scotty Cameron,C,1921-11-05,Left,6-2,188,175,,,
cammami01,Mike Cammalleri,C/W,1982-06-08,Left,5-9,175,185,Toronto,Ontario,ca
cammata01,Taylor Cammarata,C,1995-05-13,,5-7,170,156,,,
campama01,Matt Campanale,D,1988-02-14,Left,5-11,180,200,,,
campbal01,Alexander Campbell,LW,2001-02-27,Left,5-10,178,154,Chateauguay,Canada,ca
campban01,Andrew Campbell,D,1988-02-04,Left,6-4,193,205,Caledonia,Ontario,ca
campbbr02,Brian Campbell,D,1979-05-23,Left,5-10,178,192,Strathroy,Ontario,ca
campbbr01,Bryan Campbell,C,1944-03-27,Left,6-0,183,173,Sudbury,Ontario,ca
campbco01,Colin Campbell,D,1953-01-28,Left,6-1,185,201,Pickering,Ontario,ca
campbda02,Darcy Campbell,D,1984-05-12,Left,6-1,185,180,Airdrie,Alberta,ca
campbda01,Dave Campbell,D,1896-04-27,Left,6-0,183,200,Lachute,Quebec,ca
campbdo01,Don Campbell,LW,1925-07-12,Left,5-10,178,175,Drumheller,Alberta,ca
campbea01,Earl Campbell,D,1900-07-23,Left,5-11,180,166,Buckingham,Quebec,ca
campbev01,Evan Campbell,LW,1993-03-01,,,,,,,
campbgr01,Gregory Campbell,LW,1983-12-17,Left,6-0,183,188,London,Ontario,ca
campbja01,Jack Campbell,G,1992-01-09,,6-2,188,197,,,
campbji01,Jim Campbell,RW,1973-02-03,Right,6-2,188,205,Worcester,Massachusetts,us
campbjo01,Joe Campbell,D,1982-06-26,,,,,,,
campbma01,Max Campbell,C,1988-12-21,,,,,,,
campbsc01,Scott Campbell,D,1957-06-22,Left,6-3,190,205,Toronto,Ontario,ca
campbwa01,Wade Campbell,D,1961-01-02,Left,6-4,193,220,,,
campery01,Rychard Campeau,D,1952-04-09,Right,6-0,183,190,Montreal,Quebec,ca
campeto01,Tod Campeau,C,1923-06-04,Left,5-11,180,170,,,
campedo01,Dom Campedelli,D,1964-04-03,Right,6-1,185,185,Cohasset,Massachusetts,us
campeca01,Carter Camper,C,1988-07-06,Right,5-9,175,176,Cleveland,Ohio,us
campoch01,Chris Campoli,D,1984-07-09,Left,6-0,183,200,,,
camponi01,Nick Campoli,C,1999-02-16,,5-11,180,190,Toronto,Ontario,ca
candeco01,Cole Candella,D,1998-02-13,Left,6-1,185,189,Mississauga,Ontario,ca
canntr01,Trevor Cann,G,1989-03-30,,,,,,,
cannajo01,Joe Cannata,G,1990-01-02,,6-1,185,205,Wakefield,Massachusetts,us
cannopa01,Patrick Cannone,C,1986-08-09,Right,5-11,180,192,,,
capobky01,Kyle Capobianco,D,1997-08-13,Left,6-1,185,196,Mississauga,Ontario,ca
caponni01,Nick Capone,RW,2001-12-17,Right,6-1,185,202,,,
caporlo01,Louie Caporusso,C/LW,1989-06-21,,,,,,,
caprifr01,Frank Caprice,G,1962-05-02,,5-9,175,150,Hamilton,Ontario,ca
capuada01,Dave Capuano,LW,1968-07-27,Left,6-2,188,190,,,
capuaja01,Jack Capuano,D,1966-07-07,Left,6-2,188,210,,,
caputlu01,Luca Caputi,LW,1988-10-01,Left,6-3,190,200,Toronto,Ontario,ca
carbole01,Leo Carbol,D,1908-06-05,Right,5-11,180,170,Ottawa,Ontario,ca
carbogu01,Guy Carbonneau,C,1960-03-18,Right,5-11,180,186,,,
carcida01,Daniel Carcillo,LW,1985-01-28,Left,6-0,183,200,,,
carcomi01,Michael Carcone,F,1996-05-19,,5-9,175,170,,,
cardmi01,Mike Card,D,1986-02-18,Right,6-1,185,201,Kitchener,Ontario,ca
cardiji01,Jim Cardiff,D,1944-08-29,Left,5-9,175,165,Dauphin,Manitoba,ca
cardicl01,Claude Cardin,LW,1941-02-17,Left,5-10,178,178,Sorel,Quebec,ca
cardwst01,Steve Cardwell,LW,1950-08-13,Left,5-11,180,190,Toronto,Ontario,ca
carefmi01,Mitch Carefoot,C,1985-01-02,,,,,,,
careyge01,George Carey,RW,1892-11-04,Right,5-6,168,140,,,
careyji01,Jim Carey,G,1974-05-31,,6-2,188,205,Dorchester,Massachusetts,us
careyma01,Matt Carey,LW,1992-02-28,Left,6-0,183,195,Hamilton,Ontario,ca
careypa01,Paul Carey,C,1988-09-24,Left,6-1,185,200,Boston,Massachusetts,us
carknma01,Matt Carkner,D,1980-11-03,Right,6-4,193,227,Winchester,Ontario,ca
carknte01,Terry Carkner,D,1966-03-07,Left,6-3,190,210,,,
carleda01,David Carle,D,1989-11-09,,,,,,,
carlema02,Mathieu Carle,D,1987-09-30,Right,6-0,183,201,Gatineau,Quebec,ca
carlema01,Matt Carle,D,1984-09-25,Left,6-0,183,197,Anchorage,Alaska,us
carlewa01,Wayne Carleton,LW,1946-08-04,Left,6-3,190,212,Sudbury,Ontario,ca
carlibr01,Brian Carlin,LW,1950-06-13,Left,5-10,178,175,Calgary,Alberta,ca
carlobr01,Brandon Carlo,D,1996-11-26,Right,6-5,196,212,,,
carlsja01,Jack Carlson,LW,1954-08-23,Left,6-3,190,205,Virginia,Minnesota,us
carlsje01,Jeff Carlson,RW,1953-07-20,Right,6-3,190,210,Virginia,Minnesota,us
carlsjo01,John Carlson,D,1990-01-10,Right,6-3,190,217,Natick,Massachusetts,us
carlske01,Kent Carlson,D,1962-01-11,Left,6-3,190,200,,,
carlsst01,Steve Carlson,C,1955-08-26,Left,6-3,190,180,Virginia,Minnesota,us
carlsan01,Anders Carlsson,C,1960-11-25,Left,5-11,180,185,Gavle,Sweden,se
carlsga01,Gabriel Carlsson,D,1997-01-02,Left,6-5,196,192,Orebro,Sweden,se
carlsjo02,Jonathan Carlsson,D,1988-08-05,Right,6-0,183,198,Uppsala,Sweden,se
carlslu01,Lucas Carlsson,D,1997-07-05,Left,6-0,183,189,Gavle,Sweden,se
